No errors
No warnings
531 ms
data source=metars
4855 results
raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
KRAW 021835Z AUTO 11003KT 2SM BR OVC005 A2990 RMK AO2,KRAW,2018-04-02T18:35:00Z,38.35,-93.35,,,110,3,,2.0,29.899607,,,TRUE,TRUE,,,,,,BR,OVC,500,,,,,,,IFR,,,,,,,,,,,,SPECI,285.0
KS32 021835Z AUTO 05019G25KT 10SM SCT035 OVC043 M09/M13 A2988 RMK AO2,KS32,2018-04-02T18:35:00Z,47.42,-98.1,-9.0,-13.0,50,19,25,10.0,29.878937,,,TRUE,TRUE,,,,,,,SCT,3500,OVC,4300,,,,,VFR,,,,,,,,,,,,SPECI,684.0
KSPA 021835Z AUTO 25008KT 7SM CLR 26/04 A2994 RMK AO2,KSPA,2018-04-02T18:35:00Z,34.92,-81.93,26.0,4.0,250,8,,7.0,29.940945,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,303.0
KCQW 021835Z AUTO 28010KT 220V290 10SM CLR 29/06 A2995 RMK AO2,KCQW,2018-04-02T18:35:00Z,34.72,-79.95,29.0,6.0,280,10,,10.0,29.949802,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,73.0
K96D 021835Z AUTO 02011G17KT 10SM CLR M10/M19 A3004 RMK AO2,K96D,2018-04-02T18:35:00Z,48.93,-97.9,-10.0,-19.0,20,11,17,10.0,30.041338,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,290.0
KCKI 021835Z AUTO 20008KT 10SM CLR 26/07 A2999 RMK AO2,KCKI,2018-04-02T18:35:00Z,33.72,-79.85,26.0,7.0,200,8,,10.0,29.991142,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,21.0
KDEH 021835Z AUTO 16011G16KT 10SM CLR 01/M08 A2993 RMK AO2,KDEH,2018-04-02T18:35:00Z,43.27,-91.72,1.0,-8.0,160,11,16,10.0,29.929134,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,353.0
KEKX 021835Z AUTO 09009KT 10SM BKN017 OVC034 08/05 A3003 RMK AO2 T00810048,KEKX,2018-04-02T18:35:00Z,,,8.1,4.8,90,9,,10.0,30.029528,,,TRUE,TRUE,,,,,,,BKN,1700,OVC,3400,,,,,MVFR,,,,,,,,,,,,SPECI,
KIFA 021835Z AUTO 14018KT 10SM CLR 04/M06 A2990 RMK AO2 T00361057,KIFA,2018-04-02T18:35:00Z,42.47,-93.27,3.6,-5.7,140,18,,10.0,29.899607,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,347.0
KLRY 021835Z AUTO 14006KT 3SM BR OVC005 01/00 A2990 RMK AO2,KLRY,2018-04-02T18:35:00Z,38.62,-94.35,1.0,0.0,140,6,,3.0,29.899607,,,TRUE,TRUE,,,,,,BR,OVC,500,,,,,,,IFR,,,,,,,,,,,,SPECI,279.0
KRID 021835Z AUTO 13009KT 10SM OVC021 04/00 A3007 RMK AO2,KRID,2018-04-02T18:35:00Z,39.75,-84.85,4.0,0.0,130,9,,10.0,30.070866,,,TRUE,TRUE,,,,,,,OVC,2100,,,,,,,MVFR,,,,,,,,,,,,SPECI,348.0
KSTF 021835Z AUTO 19006KT 10SM BKN047 BKN055 24/13 A2997 RMK AO2,KSTF,2018-04-02T18:35:00Z,33.43,-88.85,24.0,13.0,190,6,,10.0,29.970472,,,TRUE,TRUE,,,,,,,BKN,4700,BKN,5500,,,,,VFR,,,,,,,,,,,,SPECI,102.0
KVDF 021835Z AUTO 00000KT 10SM SCT040 SCT049 BKN110 27/19 A3003 RMK AO2,KVDF,2018-04-02T18:35:00Z,28.02,-82.33,27.0,19.0,0,0,,10.0,30.029528,,,TRUE,TRUE,,,,,,,SCT,4000,SCT,4900,BKN,11000,,,VFR,,,,,,,,,,,,SPECI,7.0
KFDW 021835Z AUTO 20007KT 10SM CLR 27/07 A2997 RMK AO1,KFDW,2018-04-02T18:35:00Z,34.32,-81.12,27.0,7.0,200,7,,10.0,29.970472,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,176.0
KRCM 021835Z AUTO 09007KT 4SM BR OVC005 00/M01 A2990 RMK AO2,KRCM,2018-04-02T18:35:00Z,38.78,-93.8,0.0,-1.0,90,7,,4.0,29.899607,,,TRUE,TRUE,,,,,,BR,OVC,500,,,,,,,IFR,,,,,,,,,,,,SPECI,244.0
KSIK 021835Z AUTO 07006KT 10SM OVC008 06/04 A3000 RMK AO2,KSIK,2018-04-02T18:35:00Z,36.9,-89.57,6.0,4.0,70,6,,10.0,30.0,,,TRUE,TRUE,,,,,,,OVC,800,,,,,,,IFR,,,,,,,,,,,,SPECI,96.0
KLUL 021835Z AUTO 00000KT SCT041 SCT050 23/13 A3002 RMK AO2 T02320130,KLUL,2018-04-02T18:35:00Z,31.67,-89.17,23.2,13.0,0,0,,,30.02067,,,TRUE,TRUE,,,,,,,SCT,4100,SCT,5000,,,,,,,,,,,,,,,,,METAR,73.0
KPTS 021835Z AUTO 14004KT 2SM BR OVC005 04/04 A2984 RMK AO2 T00350036,KPTS,2018-04-02T18:35:00Z,37.45,-94.73,3.5,3.6,140,4,,2.0,29.840551,,,TRUE,TRUE,,,,,,BR,OVC,500,,,,,,,IFR,,,,,,,,,,,,METAR,290.0
KTKC 021835Z AUTO 15012G19KT 10SM SCT046 OVC060 00/M04 A2978 RMK AO2 T00001036,KTKC,2018-04-02T18:35:00Z,44.25,-95.62,0.0,-3.6,150,12,19,10.0,29.778543,,,TRUE,TRUE,,,,,,,SCT,4600,OVC,6000,,,,,VFR,,,,,,,,,,,,METAR,408.0
KSYM 021835Z AUTO 13004KT 10SM OVC013 06/02 A3009 RMK AO2,KSYM,2018-04-02T18:35:00Z,38.22,-83.58,6.0,2.0,130,4,,10.0,30.088583,,,TRUE,TRUE,,,,,,,OVC,1300,,,,,,,MVFR,,,,,,,,,,,,METAR,313.0
KRZT 021835Z AUTO 00000KT 10SM OVC017 03/00 A3012 RMK AO2,KRZT,2018-04-02T18:35:00Z,39.43,-83.02,3.0,0.0,0,0,,10.0,30.121063,,,TRUE,TRUE,,,,,,,OVC,1700,,,,,,,MVFR,,,,,,,,,,,,METAR,221.0
KRRT 021835Z AUTO 06008KT 10SM CLR M10/M18 A3001 RMK AO2,KRRT,2018-04-02T18:35:00Z,48.93,-95.33,-10.0,-18.0,60,8,,10.0,30.008858,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,327.0
KROX 021835Z AUTO 06006KT 10SM CLR M08/M16 A3000 RMK AO2,KROX,2018-04-02T18:35:00Z,48.85,-95.7,-8.0,-16.0,60,6,,10.0,30.0,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,323.0
KEDJ 021835Z AUTO 18003KT 10SM CLR 03/M04 A3008 RMK AO1,KEDJ,2018-04-02T18:35:00Z,40.37,-83.82,3.0,-4.0,180,3,,10.0,30.079725,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,342.0
KTNU 021835Z AUTO 15016G23KT 10SM CLR 04/M06 A2989 RMK AO2,KTNU,2018-04-02T18:35:00Z,41.67,-93.02,4.0,-6.0,150,16,23,10.0,29.890747,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,290.0
KTWM 021835Z AUTO 16006KT 10SM CLR 01/M08 A2993 RMK AO2,KTWM,2018-04-02T18:35:00Z,47.03,-91.75,1.0,-8.0,160,6,,10.0,29.929134,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,328.0
KUKT 021835Z AUTO 36004KT 10SM OVC022 04/M01 A3013 RMK A01,KUKT,2018-04-02T18:35:00Z,40.43,-75.38,4.0,-1.0,360,4,,10.0,30.129921,,,TRUE,TRUE,,,,,,,OVC,2200,,,,,,,MVFR,,,,,,,,,,,,METAR,160.0
KVVV 021835Z AUTO 12013KT 10SM SCT004 SCT008 BKN044 M02/M04 A2980 RMK AO2,KVVV,2018-04-02T18:35:00Z,45.3,-96.42,-2.0,-4.0,120,13,,10.0,29.799213,,,TRUE,TRUE,,,,,,,SCT,400,SCT,800,BKN,4400,,,VFR,,,,,,,,,,,,METAR,335.0
KVNC 021835Z AUTO 10SM CLR 27/20 A3004 RMK AO2,KVNC,2018-04-02T18:35:00Z,27.07,-82.43,27.0,20.0,,,,10.0,30.041338,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,6.0
KULM 021835Z AUTO 17010G16KT 10SM OVC038 00/M07 A2988 RMK AO2,KULM,2018-04-02T18:35:00Z,44.32,-94.5,0.0,-7.0,170,10,16,10.0,29.878937,,,TRUE,TRUE,,,,,,,OVC,3800,,,,,,,VFR,,,,,,,,,,,,METAR,308.0
KVWU 021835Z AUTO 35003KT 10SM SCT018 BKN031 OVC042 M04/M13 A2994 RMK AO2,KVWU,2018-04-02T18:35:00Z,48.15,-94.52,-4.0,-13.0,350,3,,10.0,29.940945,,,TRUE,TRUE,,,,,,,SCT,1800,BKN,3100,OVC,4200,,,VFR,,,,,,,,,,,,METAR,360.0
KY63 021835Z AUTO 13009KT 1/2SM -SN BKN006 OVC014 M02/M03 A2984 RMK AO2 T10201028,KY63,2018-04-02T18:35:00Z,45.98,-96.0,-2.0,-2.8,130,9,,0.5,29.840551,,,TRUE,TRUE,,,,,,-SN,BKN,600,OVC,1400,,,,,LIFR,,,,,,,,,,,,METAR,367.0
KVTI 021835Z AUTO 11011G15KT 10SM CLR 03/M09 A2992 RMK AO2 T00331094,KVTI,2018-04-02T18:35:00Z,42.22,-92.02,3.3,-9.4,110,11,15,10.0,29.920275,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,255.0
KPEA 021835Z AUTO 17015G20KT 10SM CLR 04/M05 A2991 RMK AO2 T00361054,KPEA,2018-04-02T18:35:00Z,41.4,-92.95,3.6,-5.4,170,15,20,10.0,29.911417,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,270.0
KMNI 021835Z 10SM CLR A2999 RMK AO2,KMNI,2018-04-02T18:35:00Z,33.58,-80.22,,,,,,10.0,29.991142,,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,32.0
KM25 021835Z AUTO 11003KT 10SM OVC007 06/05 A3001 RMK AO2,KM25,2018-04-02T18:35:00Z,36.77,-88.58,6.0,5.0,110,3,,10.0,30.008858,,,TRUE,TRUE,,,,,,,OVC,700,,,,,,,IFR,,,,,,,,,,,,SPECI,160.0
KLKR 021835Z AUTO 25011G20KT 10SM CLR 27/02 A2996 RMK AO2,KLKR,2018-04-02T18:35:00Z,34.72,-80.85,27.0,2.0,250,11,20,10.0,29.958662,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,149.0
KDYB 021835Z AUTO 25005KT 10SM CLR 26/11 A3001 RMK AO1,KDYB,2018-04-02T18:35:00Z,33.07,-80.28,26.0,11.0,250,5,,10.0,30.008858,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,18.0
KC62 021835Z AUTO 20005KT 10SM CLR 04/M06 A3007 RMK AO2 T00431066,KC62,2018-04-02T18:35:00Z,41.47,-85.25,4.3,-6.6,200,5,,10.0,30.070866,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,306.0
KBRY 021835Z AUTO 11004KT 10SM OVC017 08/03 A3003 RMK AO1,KBRY,2018-04-02T18:35:00Z,37.82,-85.5,8.0,3.0,110,4,,10.0,30.029528,,,TRUE,TRUE,,,,,,,OVC,1700,,,,,,,MVFR,,,,,,,,,,,,SPECI,204.0
KJRB 021835Z VRB05KT 10SM 04/00 RMK AO2 PWINO FZRANO RVRNO,KJRB,2018-04-02T18:35:00Z,40.7,-74.02,4.0,0.0,0,5,,10.0,,,,,TRUE,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,METAR,7.0
K2V6 021834Z AUTO 27010G16KT 10SM CLR 24/M08 A2944 RMK AO2,K2V6,2018-04-02T18:34:00Z,40.1,-102.72,24.0,-8.0,270,10,16,10.0,29.438976,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1261.0
CYPH 021834Z AUTO 00000KT 3SM HZ OVC003 M20/M23 A2980 RMK SLP097,CYPH,2018-04-02T18:34:00Z,58.45,-78.08,-20.0,-23.0,0,0,,3.0,29.799213,1009.7,,TRUE,,,,,,,HZ,OVC,300,,,,,,,LIFR,,,,,,,,,,,,SPECI,3.0
KSET 021834Z AUTO 11011KT 10SM BKN014 BKN041 OVC049 02/M01 A3000 RMK AO2 T00221011,KSET,2018-04-02T18:34:00Z,38.93,-90.43,2.2,-1.1,110,11,,10.0,30.0,,,TRUE,TRUE,,,,,,,BKN,1400,BKN,4100,OVC,4900,,,MVFR,,,,,,,,,,,,SPECI,134.0
KXVG 021833Z AUTO 00000KT 1SM -SN BKN010 OVC015 M04/M07 A2992 RMK AO2,KXVG,2018-04-02T18:33:00Z,46.98,-94.2,-4.0,-7.0,0,0,,1.0,29.920275,,,TRUE,TRUE,,,,,,-SN,BKN,1000,OVC,1500,,,,,IFR,,,,,,,,,,,,SPECI,407.0
KSGH 021833Z AUTO 14007KT 10SM BKN027 05/00 A3009 RMK AO2,KSGH,2018-04-02T18:33:00Z,39.83,-83.83,5.0,0.0,140,7,,10.0,30.088583,,,TRUE,TRUE,,,,,,,BKN,2700,,,,,,,MVFR,,,,,,,,,,,,SPECI,321.0
CYRJ 021833Z 25006KT 200V270 40SM BKN043 M01/M10 A2995 RMK SC7 SLP156,CYRJ,2018-04-02T18:33:00Z,48.52,-72.27,-1.0,-10.0,250,6,,40.0,29.949802,1015.6,,,,,,,,,,BKN,4300,,,,,,,VFR,,,,,,,,,,,,SPECI,179.0
EGVN 021833Z 20008KT 9999 FEW015 BKN046 11/08 Q0992 BLU TEMPO SCT015 WHT,EGVN,2018-04-02T18:33:00Z,51.77,-1.58,11.0,8.0,200,8,,6.21,29.291338,,,,,,,,,,,FEW,1500,BKN,4600,,,,,VFR,,,,,,,,,,,,METAR,88.0
KTAN 021833Z AUTO 01004KT 10SM BKN016 04/00 A3009 RMK AO2 T00390000,KTAN,2018-04-02T18:33:00Z,41.88,-71.02,3.9,0.0,10,4,,10.0,30.088583,,,TRUE,TRUE,,,,,,,BKN,1600,,,,,,,MVFR,,,,,,,,,,,,SPECI,7.0
KPHD 021833Z AUTO 00000KT 10SM BKN018 OVC030 04/M01 A3013 RMK AO2 T00391006,KPHD,2018-04-02T18:33:00Z,40.47,-81.42,3.9,-0.6,0,0,,10.0,30.129921,,,TRUE,TRUE,,,,,,,BKN,1800,OVC,3000,,,,,MVFR,,,,,,,,,,,,SPECI,272.0
KORB 021833Z AUTO 00000KT 10SM CLR M04/M14 A2991 RMK AO2,KORB,2018-04-02T18:33:00Z,48.02,-92.87,-4.0,-14.0,0,0,,10.0,29.911417,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,397.0
KFOZ 021833Z AUTO 00000KT 10SM SCT032 M03/M11 A2992 RMK AO2,KFOZ,2018-04-02T18:33:00Z,47.77,-93.65,-3.0,-11.0,0,0,,10.0,29.920275,,,TRUE,TRUE,,,,,,,SCT,3200,,,,,,,VFR,,,,,,,,,,,,SPECI,411.0
KCKV 021833Z AUTO 12005KT 10SM OVC010 08/06 A3001 RMK AO2 T00830056,KCKV,2018-04-02T18:33:00Z,36.62,-87.42,8.3,5.6,120,5,,10.0,30.008858,,,TRUE,TRUE,,,,,,,OVC,1000,,,,,,,MVFR,,,,,,,,,,,,SPECI,165.0
KMLP 021832Z AUTO VRB04KT 4SM -SN BR FEW008 BKN016 OVC025 M07/M09 A2966 RMK AO2 P0001 T10721094 TSNO,KMLP,2018-04-02T18:32:00Z,47.45,-115.67,-7.2,-9.4,0,4,,4.0,29.660433,,,TRUE,TRUE,,,TRUE,,,-SN BR,FEW,800,BKN,1600,OVC,2500,,,MVFR,,,,,,0.01,,,,,,SPECI,1837.0
KHTS 021832Z 01004KT 10SM OVC009 06/02 A3009 RMK AO2 T00560022,KHTS,2018-04-02T18:32:00Z,38.37,-82.55,5.6,2.2,10,4,,10.0,30.088583,,,,TRUE,,,,,,,OVC,900,,,,,,,IFR,,,,,,,,,,,,SPECI,254.0
KETH 021832Z AUTO 10011KT 1 1/4SM -SN OVC007 M02/M03 A2983 RMK AO2,KETH,2018-04-02T18:32:00Z,45.78,-96.55,-2.0,-3.0,100,11,,1.25,29.828741,,,TRUE,TRUE,,,,,,-SN,OVC,700,,,,,,,IFR,,,,,,,,,,,,SPECI,313.0
KILE 021832Z AUTO 35006KT 1 1/4SM -RA BR OVC004 11/10 A2989 RMK AO2 VIS 1V2 1/2 RAB30 P0000,KILE,2018-04-02T18:32:00Z,31.07,-97.67,11.0,10.0,350,6,,1.25,29.890747,,,TRUE,TRUE,,,,,,-RA BR,OVC,400,,,,,,,LIFR,,,,,,0.005,,,,,,SPECI,258.0
CYMO 021831Z AUTO 31012KT 250V350 4SM HZ OVC026 M12/M17 A3001 RMK SLP165,CYMO,2018-04-02T18:31:00Z,51.28,-80.62,-12.0,-17.0,310,12,,4.0,30.008858,1016.5,,TRUE,,,,,,,HZ,OVC,2600,,,,,,,MVFR,,,,,,,,,,,,SPECI,10.0
CYMH 021831Z AUTO 34008G15KT 9SM SCT020 BKN027 BKN036 OVC055 M01/M05 A2967 RMK SLP050,CYMH,2018-04-02T18:31:00Z,52.28,-55.85,-1.0,-5.0,340,8,15,9.0,29.66929,1005.0,,TRUE,,,,,,,,SCT,2000,BKN,2700,BKN,3600,OVC,5500,MVFR,,,,,,,,,,,,SPECI,11.0
CYAH 021831Z AUTO 13006KT 3SM -SN FEW019 BKN027 OVC034 M07/M11 A2968 RMK SLP082,CYAH,2018-04-02T18:31:00Z,53.75,-73.67,-7.0,-11.0,130,6,,3.0,29.681103,1008.2,,TRUE,,,,,,,-SN,FEW,1900,BKN,2700,OVC,3400,,,MVFR,,,,,,,,,,,,SPECI,306.0
EGVA 021831Z AUTO 21012KT M M SCT016 OVC046 M A2932 RMK AO2 SLPNO ALSTG ESTMD RVRNO $,EGVA,2018-04-02T18:31:00Z,51.67,-1.77,,,210,12,,,29.320866,,,TRUE,TRUE,TRUE,,,,,,SCT,1600,OVC,4600,,,,,,,,,,,,,,,,,METAR,87.0
PAGM 021831Z AUTO 1/2SM FZFG OVC002 M04/M04 A3068 RMK AO2 FZRANO $,PAGM,2018-04-02T18:31:00Z,63.77,-171.73,-4.0,-4.0,,,,0.5,30.679134,,,TRUE,TRUE,TRUE,,,TRUE,,FZFG,OVC,200,,,,,,,LIFR,,,,,,,,,,,,SPECI,8.0
KAQP 021831Z AUTO 13010G17KT 5SM -SN SCT004 BKN014 OVC047 M01/M03 A2982 RMK AO2,KAQP,2018-04-02T18:31:00Z,45.22,-96.0,-1.0,-3.0,130,10,17,5.0,29.819881,,,TRUE,TRUE,,,,,,-SN,SCT,400,BKN,1400,OVC,4700,,,MVFR,,,,,,,,,,,,SPECI,311.0
KMKO 021831Z AUTO 16007KT 1 1/4SM BR OVC003 06/06 A2988 RMK AO2 T00610061,KMKO,2018-04-02T18:31:00Z,35.65,-95.37,6.1,6.1,160,7,,1.25,29.878937,,,TRUE,TRUE,,,,,,BR,OVC,300,,,,,,,LIFR,,,,,,,,,,,,SPECI,185.0
KSTC 021831Z 20007KT 1/4SM SN FZFG VV009 M02/M03 A2992 RMK AO2 P0003 T10221028,KSTC,2018-04-02T18:31:00Z,45.55,-94.05,-2.2,-2.8,200,7,,0.25,29.920275,,,,TRUE,,,,,,SN FZFG,OVX,0,,,,,,,LIFR,,,,,,0.03,,,,,900,SPECI,314.0
FMEP 021830Z AUTO 02003KT CAVOK 25/21 Q1014,FMEP,2018-04-02T18:30:00Z,-21.32,55.42,25.0,21.0,20,3,,6.21,29.940945,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,18.0
FMEE 021830Z AUTO 12009KT CAVOK 26/22 Q1014 NOSIG,FMEE,2018-04-02T18:30:00Z,-20.87,55.52,26.0,22.0,120,9,,6.21,29.940945,,,TRUE,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,25.0
ROAH 021830Z 11004KT 9999 FEW035 BKN050 21/15 Q1015 RMK 1CU035 5SC050 A2999,ROAH,2018-04-02T18:30:00Z,26.17,127.65,21.0,15.0,110,4,,6.21,29.970472,,,,,,,,,,,FEW,3500,BKN,5000,,,,,VFR,,,,,,,,,,,,METAR,8.0
RJTT 021830Z 03007KT 9999 BKN016 BKN025 15/12 Q1018 NOSIG RMK 5SC016 7SC025 A3008,RJTT,2018-04-02T18:30:00Z,35.53,139.77,15.0,12.0,30,7,,6.21,30.059055,,,,,,TRUE,,,,,BKN,1600,BKN,2500,,,,,MVFR,,,,,,,,,,,,METAR,8.0
RJFF 021830Z AUTO 15006KT 9999 NCD 16/12 Q1017 RMK A3006,RJFF,2018-04-02T18:30:00Z,33.57,130.43,16.0,12.0,150,6,,6.21,30.029528,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,12.0
RJCC 021830Z 14012KT 6000 FEW004 SCT005 BKN006 04/04 Q1014 RMK 1ST004 3ST005 6ST006 A2996,RJCC,2018-04-02T18:30:00Z,42.77,141.67,4.0,4.0,140,12,,3.73,29.940945,,,,,,,,,,,FEW,400,SCT,500,BKN,600,,,IFR,,,,,,,,,,,,METAR,30.0
RJAA 021830Z 02005KT 9999 FEW015 BKN040 13/11 Q1018 NOSIG RMK 1CU015 7SC040 A3008,RJAA,2018-04-02T18:30:00Z,35.77,140.37,13.0,11.0,20,5,,6.21,30.059055,,,,,,TRUE,,,,,FEW,1500,BKN,4000,,,,,VFR,,,,,,,,,,,,METAR,44.0
LWSK 021830Z VRB02KT CAVOK 09/03 Q1018 NOSIG,LWSK,2018-04-02T18:30:00Z,41.97,21.63,9.0,3.0,0,2,,6.21,30.059055,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,239.0
UKWW 021830Z 30007MPS 9999 OVC020 02/M01 Q1010 R31/0///65 NOSIG,UKWW,2018-04-02T18:30:00Z,49.25,28.6,2.0,-1.0,300,14,,6.21,29.822834,,,,,,TRUE,,,,,OVC,2000,,,,,,,MVFR,,,,,,,,,,,,METAR,293.0
UKOH 021830Z 32002MPS CAVOK 05/01 Q1012 R03/CLRD65 NOSIG,UKOH,2018-04-02T18:30:00Z,46.67,32.5,5.0,1.0,320,4,,6.21,29.88189,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,45.0
UKLN 021830Z 23002MPS 190V270 CAVOK 05/00 Q1013 R33/09//70 NOSIG,UKLN,2018-04-02T18:30:00Z,48.27,25.98,5.0,0.0,230,4,,6.21,29.911417,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,252.0
UKKM 021830Z AUTO 27005MPS 9999 // ///018/// 03/01 Q1008,UKKM,2018-04-02T18:30:00Z,50.6,30.2,3.0,1.0,270,10,,6.21,29.763779,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,157.0
UKKK 021830Z 29006MPS 9999 -RA OVC019 03/M00 Q1008 R26/190060 NOSIG,UKKK,2018-04-02T18:30:00Z,50.4,30.45,3.0,0.0,290,12,,6.21,29.763779,,,,,,TRUE,,,,-RA,OVC,1900,,,,,,,MVFR,,,,,,,,,,,,METAR,179.0
UKLI 021830Z 25002MPS CAVOK 02/M01 Q1013 R28/090070 NOSIG,UKLI,2018-04-02T18:30:00Z,48.88,24.68,2.0,-1.0,250,4,,6.21,29.911417,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,280.0
VTSS 021830Z 00000KT 9999 FEW020 26/25 Q1010 NOSIG,VTSS,2018-04-02T18:30:00Z,6.92,100.38,26.0,25.0,0,0,,6.21,29.822834,,,,,,TRUE,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,35.0
VTSP 021830Z VRB02KT 8000 FEW020 26/23 Q1011 NOSIG,VTSP,2018-04-02T18:30:00Z,8.12,98.32,26.0,23.0,0,2,,4.97,29.852362,,,,,,TRUE,,,,,FEW,2000,,,,,,,MVFR,,,,,,,,,,,,METAR,10.0
VTCC 021830Z 04004KT 350V090 8000 FEW035 23/19 Q1015 NOSIG,VTCC,2018-04-02T18:30:00Z,18.77,98.97,23.0,19.0,40,4,,4.97,29.970472,,,,,,TRUE,,,,,FEW,3500,,,,,,,MVFR,,,,,,,,,,,,METAR,314.0
VTBU 021830Z 34004KT 5000 BR FEW020 24/20 Q1010,VTBU,2018-04-02T18:30:00Z,12.68,101.0,24.0,20.0,340,4,,3.11,29.822834,,,,,,,,,,BR,FEW,2000,,,,,,,MVFR,,,,,,,,,,,,METAR,5.0
VTBS 021830Z 07003KT 320V130 9999 FEW020 24/21 Q1010 NOSIG,VTBS,2018-04-02T18:30:00Z,13.68,100.75,24.0,21.0,70,3,,6.21,29.822834,,,,,,TRUE,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,2.0
VTBD 021830Z 11005KT 9000 FEW020 24/24 Q1010 NOSIG,VTBD,2018-04-02T18:30:00Z,13.92,100.6,24.0,24.0,110,5,,5.59,29.822834,,,,,,TRUE,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,3.0
VVTS 021830Z 16006KT 120V200 9999 FEW015 26/23 Q1010 NOSIG,VVTS,2018-04-02T18:30:00Z,10.82,106.67,26.0,23.0,160,6,,6.21,29.822834,,,,,,TRUE,,,,,FEW,1500,,,,,,,VFR,,,,,,,,,,,,METAR,19.0
VVNB 021830Z 08005KT 5000 BR NSC 22/20 Q1011 NOSIG,VVNB,2018-04-02T18:30:00Z,21.22,105.8,22.0,20.0,80,5,,3.11,29.852362,,,,,,TRUE,,,,BR,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,12.0
VVDN 021830Z 22002KT 8000 FEW015 21/20 Q1013 NOSIG,VVDN,2018-04-02T18:30:00Z,16.02,108.2,21.0,20.0,220,2,,4.97,29.911417,,,,,,TRUE,,,,,FEW,1500,,,,,,,MVFR,,,,,,,,,,,,METAR,7.0
VVCR 021830Z 35002KT 9999 FEW015 25/20 Q1012 NOSIG,VVCR,2018-04-02T18:30:00Z,12.0,109.22,25.0,20.0,350,2,,6.21,29.88189,,,,,,TRUE,,,,,FEW,1500,,,,,,,VFR,,,,,,,,,,,,METAR,12.0
